level_0,index,Event Id,Investigation Type,Accident Number,Event Date,Location,Country,Latitude,Longitude,Airport Code,Airport Name,Injury Severity,Aircraft Damage,Aircraft Category,Registration Number,Make,Model,Amateur Built,Number Of Engines,Engine Type,Far Description,Schedule,Purpose Of Flight,Air Carrier,Total Fatal Injuries,Total Serious Injuries,Total Minor Injuries,Total Uninjured,Weather Condition,Broad Phase Of Flight,Report Status,Publication Date,Make/Model,Year
40114,72145,20120712X61655,Accident,CEN12CA436,2012-07-10,"Sugar Loaf Mountain, MI",United States,445444N,0854850W,Y04,Sugar Loaf Mountain,Non-Fatal,Substantial,Airplane,N2023V,Beech,58,No,2.0,Reciprocating,091,,Personal,DOTAERO L L C,0.0,0.0,0.0,3.0,VMC,,"The pilot did not complete the before-landing checklist and, subsequently, failed to extend the landing gear prior to landing. Contributing to the accident was the pilots distraction with his passengers conversation.",25-09-2020,Beech - 58,2012
40119,72150,20130318X12918,Accident,CEN12WA683,2012-07-10,"Kemble, United Kingdom",United Kingdom,,,,,Non-Fatal,Destroyed,Airplane,G-BZGK,North American Rockwell,OV-10B,No,2.0,Turbo Prop,NUSN,,Air Race show,INVICTA AVIATION LTD,0.0,0.0,1.0,0.0,,,,03-11-2020,North American Rockwell - OV-10B,2012
40128,72159,20120730X75227,Accident,WPR12WA334,2012-07-11,"Broome, Australia, Australia",Australia,,,,,Fatal,Substantial,Airplane,VH-LCK,Piper,PA34,No,2.0,Reciprocating,NUSC,NSCH,,,1.0,0.0,0.0,0.0,,,,03-11-2020,Piper - PA34,2012
40135,72166,20120713X35355,Accident,DCA12RA110,2012-07-13,"Le Castellet, France",France,,,LFMQ,Le Castellet,Fatal,Destroyed,Airplane,N823GA,Gulfstream,GIV,No,2.0,,NUSN,,Positioning,Universal Jet Aviation,3.0,0.0,0.0,0.0,VMC,,,03-11-2020,Gulfstream - GIV,2012
40148,72179,20120715X11455,Accident,CEN12LA444,2012-07-15,"Grand Forks, ND",United States,475650N,0971026W,KGFK,Grand Forks International,Non-Fatal,Substantial,Airplane,N580ND,Piper,PA-44-180,No,2.0,Reciprocating,091,,Instructional,University of North Dakota,0.0,0.0,0.0,2.0,VMC,,The pilot receiving instruction's failure to extend the landing gear and the flight instructor's failure to adequately monitor his student's actions during the approach.,25-09-2020,Piper - PA-44-180,2012
40178,72209,20120719X94744,Accident,CEN12LA457,2012-07-19,"Peoria, IL",United States,403951N,0894136W,PIA,General Downing-Peoria,Non-Fatal,,Airplane,N502AE,Bombardier Inc,CL-600-2C10,No,2.0,Turbo Fan,121,SCHD,,AMERICAN EAGLE AIRLINES INC,0.0,0.0,1.0,56.0,VMC,,"The emergency ground egress during which a passenger broke her ankle. Contributing to the accident was the failure of the environmental system, which allowed smoke from a nearby house fire to enter the airplane.",25-09-2020,Bombardier Inc - CL-600-2C10,2012
40190,72221,20120725X10029,Accident,WPR12LA324,2012-07-20,"Medford, OR",United States,422227N,1225225W,MFR,Rogue Valley Intl-Medford,Non-Fatal,Substantial,Airplane,N7122T,Hawker Beechcraft,G58,No,2.0,Reciprocating,091,,Personal,W H Hampton III,0.0,0.0,0.0,2.0,VMC,,A loss of directional control on landing for reasons that could not be determined based on the available evidence.,25-09-2020,Hawker Beechcraft - G58,2012
40210,72241,20120723X15155,Accident,WPR12CA320,2012-07-22,"Yelm, WA",United States,465529N,1223310W,06WN,Western Airpark,Non-Fatal,Substantial,Airplane,N8574Y,Piper,PA-30,No,2.0,Reciprocating,091,,Personal,CALLON DAVID G,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain an adequate airspeed on approach and his inadequate flare, which resulted in a hard landing.",25-09-2020,Piper - PA-30,2012
40219,72250,20120723X90207,Accident,WPR12TA323,2012-07-24,"Elko, NV",United States,404539N,1154114W,EKO,Elko,Non-Fatal,Substantial,Airplane,N535SA,Aero Commander,500 S,No,2.0,Reciprocating,PUBU,,Public Aircraft - Federal,US Bureau of Land Management,0.0,0.0,0.0,2.0,VMC,,A loss of power due to fuel exhaustion. Contributing to the accident were the pilot's failure to comply with required fueling procedures and the pilot's poor decision-making in not monitoring his fuel gauge and turning back when it reached minimum fuel.,25-09-2020,Aero Commander - 500 S,2012
40221,72252,20120724X52626,Accident,CEN12CA474,2012-07-24,"Houston, TX",United States,294228N,0952326W,38TE,John S Dunn Helistop,Non-Fatal,Substantial,Helicopter,N455MH,Eurocopter Deutschland Gmbh,MBB-BK 117 C-2,No,2.0,Turbo Shaft,091,,Positioning,MEMORIAL HERMANN HOSPITAL SYSTEM,0.0,0.0,0.0,3.0,VMC,,"The pilots inadequate preflight inspection, which failed to detect the unsecured cowling latches and resulted in the in-flight opening of an engine cowling.",25-09-2020,Eurocopter Deutschland Gmbh - MBB-BK 117 C-2,2012
40233,72264,20120726X31600,Accident,WPR12FA326,2012-07-26,"Sedona, AZ",United States,345032N,1114748W,SEZ,Sedona Airport,Fatal,Destroyed,Airplane,N880LY,Beech,B60,No,2.0,Reciprocating,091,,Personal,Patrick R Porter,3.0,0.0,0.0,0.0,VMC,,"The airplanes failure to rotate and the pilots failure to reject the takeoff, which resulted in a runway overrun for reasons that could not be undetermined because postaccident examination of the airplane and engines did not reveal any malfunctions or failures that would have precluded normal operation.",25-09-2020,Beech - B60,2012
40241,72272,20120727X13551,Incident,DCA12IA113,2012-07-27,"El Paso, TX",United States,314826N,1062235W,KELP,El Paso International Airport,Non-Fatal,Minor,Airplane,N379SW,Boeing,737-3H4,No,2.0,Turbo Fan,121,SCHD,,SOUTHWEST AIRLINES CO,0.0,0.0,0.0,76.0,VMC,,the rupture of the nose landing gear hydraulic line that resulted from abrasions due to contact with the nose landing gear tire. Contributing to the incident was the incorrect installation of union and restrictor on the actuator.,25-09-2020,Boeing - 737-3H4,2012
40245,72276,20120814X94459,Accident,ERA12LA503,2012-07-27,"Homerville, GA",United States,003128N,0082453W,HOE,Homerville Airport,Non-Fatal,Substantial,Airplane,N1572S,Beech,95-A55,No,2.0,Reciprocating,091,,Personal,SPREAD YOUR WINGS LLC,0.0,0.0,0.0,2.0,VMC,,The loss of engine power due to debris within the engine-driven fuel pump.,25-09-2020,Beech - 95-A55,2012
40250,72281,20120730X73433,Accident,WPR12FA332,2012-07-28,"Henderson, NV",United States,355822N,0011584W,KHND,Henderson Executive Airport,Non-Fatal,Substantial,Airplane,N146SL,Piaggio,P180,No,2.0,Turbo Prop,135,NSCH,,AVANTAIR INC,0.0,0.0,0.0,4.0,VMC,,"The failure of maintenance personnel to properly torque the elevator attachment hardware in accordance with the maintenance manual, which led to the detachment of the elevator. Contributing to the accident were maintenance personnel's failure to identify the loose attachment hardware during a scheduled inspection, the flight crew's decision to continue the flight after identifying a flight control problem, and the flight crew's failure to perform an adequate preflight inspection at the intermediate airport. 

 
",25-09-2020,Piaggio - P180,2012
40255,72286,20120802X32514,Accident,CEN12WA505,2012-07-28,"Cambridge, United Kingdom",United Kingdom,,,EGSC,Cambridge Airfield,Non-Fatal,Substantial,Airplane,OO-LET,Beech,200,No,2.0,,NUSN,,Personal,To be Advised,0.0,0.0,0.0,4.0,,,,03-11-2020,Beech - 200,2012
40263,72294,20120802X70303,Accident,CEN12LA512,2012-07-29,"Bragg City, MO",United States,036161N,0895436W,,,Non-Fatal,Substantial,Airplane,N8121Y,Piper,PA-30,No,2.0,Reciprocating,091,,Personal,CLARK DAVID R,0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to properly tighten the b-nut from the engine-driven fuel pump to the fuel-metering unit during maintenance, which resulted in a total loss of engine power due to fuel starvation.",25-09-2020,Piper - PA-30,2012
40271,72302,20120802X03552,Incident,CEN12IA502,2012-07-31,"Denver, CO",United States,395142N,1044023W,DEN,Denver International Airport,Non-Fatal,Minor,Airplane,N37420,Boeing,737-924ER,No,2.0,Turbo Fan,121,SCHD,,UNITED AIR LINES INC,0.0,0.0,0.0,157.0,VMC,,"An in-flight collision with a bird during descent to land, which resulted in damage to the left pitot tube and loss of airspeed information to the left and right primary flight displays (PFD). The reason for the total loss of indications on the left PFD could not be determined based on available evidence.",25-09-2020,Boeing - 737-924ER,2012
40280,72311,20120802X03951,Accident,ERA12LA494,2012-08-01,"Titusville, FL",United States,283053N,0804757W,TIX,Space Coast Regional,Non-Fatal,Substantial,Airplane,N740FT,Piper,PA-44-180,No,2.0,Reciprocating,091,,Instructional,Space Coast Aviation,0.0,0.0,0.0,3.0,VMC,,"Inadequate maintenance servicing and inspection of the nose landing gear, which resulted in the failure of the nose landing gear to lock and its subsequent collapse during landing.",25-09-2020,Piper - PA-44-180,2012
40295,72326,20120803X33308,Accident,CEN12LA515,2012-08-02,"Houston, TX",United States,294947N,0953934W,IWS,West Houston Airport,Non-Fatal,Substantial,Airplane,N3644A,Beech,E-55,No,2.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,"A damaged ignition harness, which resulted in a partial loss of engine power.",25-09-2020,Beech - E-55,2012
40296,72327,20120803X60538,Accident,CEN12LA516,2012-08-02,"Grand Forks, ND",United States,475650N,0971025W,GFK,Grand Forks International,Non-Fatal,Substantial,Airplane,N586ND,Piper,PA-44-180,No,2.0,Reciprocating,091,,Instructional,UNIVERSITY OF NORTH DAKOTA,0.0,0.0,0.0,2.0,VMC,,"The loss of directional control during landing roll, which resulted in a runway excursion. The reason for the loss of directional control could not be determined because postaccident examination did not reveal any malfunctions or anomalies that would have precluded normal operation.",25-09-2020,Piper - PA-44-180,2012
40303,72334,20121101X94754,Incident,ENG12WA036,2012-08-03,"Rome, Italy",Italy,,,LIRF,"Rome, Italy",Non-Fatal,Minor,Airplane,EI-IMS,Airbus,A319,No,2.0,Turbo Fan,129,SCHD,,Alitalia Airlines,0.0,0.0,0.0,100.0,,,,25-09-2020,Airbus - A319,2012
40312,72343,20120807X32623,Accident,ERA12LA498,2012-08-05,"Hilton Head, SC",United States,032120N,0080360W,,,Non-Fatal,,Airplane,N134HQ,Embraer S.A.,ERJ 170-200 LR,No,2.0,Turbo Fan,121,SCHD,,"REPUBLIC AIRLINES, INC.",0.0,0.0,1.0,75.0,IMC,,The passengers failure to adhere to flight and cabin crewmembers instructions to remain seated in anticipation of adverse weather and turbulence along the airplanes flight path.,25-09-2020,Embraer S.A. - ERJ 170-200 LR,2012
40316,72347,20130123X22007,Accident,CEN12WA680,2012-08-06,"Liechtenstein, Eswatini",Eswatini,047296N,0093339E,,St. Gallen-Altenrhein,Non-Fatal,Substantial,Airplane,CN-MBR,Embraer,,No,2.0,Turbo Fan,NUSN,,Business,Dalia Air,0.0,0.0,0.0,3.0,VMC,,,03-11-2020,,2012
40318,72349,20120807X35254,Accident,CEN12LA525,2012-08-07,"Avalon, TX",United States,321626N,0964557W,,,Non-Fatal,Substantial,Helicopter,N409SB,Bell,214ST,No,2.0,Turbo Shaft,091,,Flight Test,BELL HELICOPTER TEXTRON INC,0.0,0.0,0.0,2.0,VMC,,Maintenance personnels failure to properly torque the retaining nut and install the cotter pin that secured the helicopters tail rotor counterweight bellcrank. Contributing to the accident was the lack of detailed maintenance records that documented previous maintenance actions.,25-09-2020,Bell - 214ST,2012
40326,72357,20120815X10930,Incident,ENG12WA030,2012-08-07,"North Sea, United Kingdom, United Kingdom",United Kingdom,,,,,,,Airplane,G-LSAN,Boeing,757,No,2.0,Turbo Fan,NUSC,NSCH,,,0.0,0.0,0.0,0.0,,,,03-11-2020,Boeing - 757,2012
40335,72366,20120811X13221,Accident,DCA12CA122,2012-08-10,"Dulles, VA",United States,385651N,0077270W,IAD,Washington Dulles Internationa,Non-Fatal,Minor,Airplane,D-AIKE,Airbus,A330,No,2.0,Turbo Fan,129,SCHD,,Lufthansa,0.0,0.0,0.0,270.0,VMC,,the A330 flight crew's failure to maintain a safe clearance to the DHC-8 that was stopped in front of the gate.,13-09-2021,Airbus - A330,2012
40339,72370,20120811X45234,Accident,CEN12FA534,2012-08-11,"Taylorville, IL",United States,393223N,0089188W,TAZ,Taylorville Municipal Airport,Fatal,Substantial,Airplane,N697Q,Beech,G18 - S,No,2.0,Reciprocating,091,,Skydiving,"Barron Aviation Private Flight Services, LLC",1.0,0.0,0.0,12.0,VMC,,"The pilot's failure to maintain adequate airspeed and use the appropriate flaps setting during sport-parachuting operations, which resulted in an aerodynamic stall/spin and a subsequent loss of control. Contributing to the accident was the pilots failure to follow company guidance by allowing more than four passengers in the door area during exit, which shifted the airplanes center of gravity aft.",25-09-2020,Beech - G18 - S,2012
40363,72394,20120815X72239,Accident,ANC12WA087,2012-08-14,"Kelowna, Canada",Canada,,,,,Fatal,Substantial,Airplane,C-GLGJ,Piper,PA-30,No,2.0,Reciprocating,UNK,,,Private,1.0,0.0,3.0,0.0,,,,03-11-2020,Piper - PA-30,2012
40367,72398,20120820X02558,Incident,CEN12IA554,2012-08-15,"Des Moines, IA",United States,041322N,0933947W,DSM,Des Moines International,Non-Fatal,Minor,Airplane,N108EK,Cessna,560XL,No,2.0,Turbo Fan,091,,Executive/corporate,Elliott Aviation Flight Services Inc,0.0,0.0,0.0,8.0,VMC,,"A temporary loss of control during cruise flight for reasons that could not be determined because postincident examination of the autopilot, pitch trim systems, and horizontal stabilizer revealed no anomalies consistent with a loss of control.",25-09-2020,Cessna - 560XL,2012
40400,72431,20120920X60507,Accident,CEN12WA646,2012-08-18,"Hyeres, France",France,,,,,Non-Fatal,Substantial,Airplane,N48GC,Beech,A60,No,2.0,Reciprocating,NUSN,,Personal,,0.0,0.0,0.0,2.0,,,,25-09-2020,Beech - A60,2012
40421,72452,20120823X20225,Accident,WPR12LA366,2012-08-23,"Scappoose, OR",United States,045469N,1225125W,SPB,Scappoose Industrial Airpark,Non-Fatal,Substantial,Airplane,N222BP,Piper,PA-30 B,No,2.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,The failure of the landing gear to fully extend as a result of a failure of the landing gear transmission assembly for reasons that could not be determined based on the available evidence. ,25-09-2020,Piper - PA-30 B,2012
40424,72455,20120910X41024,Accident,ERA12WA554,2012-08-23,"Malvinas, Peru",Peru,114738S,0723737W,,,Non-Fatal,Substantial,Helicopter,OB-1912-P,Bell,212,No,2.0,Turbo Shaft,NUSC,NSCH,,Los Andes S.A.C.,0.0,0.0,1.0,4.0,,,<br /><br />,03-11-2020,Bell - 212,2012
40431,72462,20120829X32451,Accident,WPR12WA374,2012-08-24,"Bontang, Indonesia, Indonesia",Indonesia,001234N,1171657E,,,Fatal,Substantial,Airplane,PK-IWH,Piper,PA31,No,2.0,Reciprocating,NUSN,,Unknown,PT. Intan Angkasa Air Service,4.0,0.0,0.0,0.0,,,,03-11-2020,Piper - PA31,2012
40463,72494,20120829X75510,Accident,ERA12LA535,2012-08-29,"Millville, NJ",United States,392213N,0075434W,MIV,Millville Municipal Airport,Fatal,Substantial,Airplane,N71BM,Beech,95-A55,No,2.0,Reciprocating,091,,Instructional,,1.0,0.0,1.0,0.0,VMC,,The pilot receiving instruction failed to maintain airplane control during the simulated engine-out landing. Contributing to the accident was the flight instructor's failure to take timely remedial action.,25-09-2020,Beech - 95-A55,2012
40465,72496,20120830X14810,Incident,CEN12IA592,2012-08-29,"Kansas City, MO",United States,039722N,0943534W,MKC,Charles B. Wheeler Downtown Ai,Non-Fatal,Minor,Airplane,N695MA,British Aerospace,BAE JETSTREAM 3101,No,2.0,Turbo Prop,135,NSCH,,M2 AIRCRAFT MANAGEMENT LLC,0.0,0.0,0.0,2.0,VMC,,The flight crews failure to ensure that the cargo door was properly fastened before departure.,25-09-2020,British Aerospace - BAE JETSTREAM 3101,2012
40466,72497,20120830X73434,Accident,CEN12FA586,2012-08-29,"Canton, MO",United States,040545N,0913312W,,,Fatal,Substantial,Airplane,N1486P,Piper,PA-23-150,No,2.0,Reciprocating,091,,Personal,John R. Johnson,2.0,0.0,0.0,0.0,VMC,,"The pilot's improper decision to attempt to execute a forced landing to an open field with obstacles. Contributing to the accident was the left engines total loss of power due to fuel starvation as a result of the introduction of air into the fuel system through a gascolator seal breach and the pilots use of an improper substance on the left wing gascolator bowl during maintenance operations, which led to the gascolator seal breach.",25-09-2020,Piper - PA-23-150,2012
40477,72508,20120919X93039,Accident,ENG12RA034,2012-08-30,"Taipei, Taiwan R.O.C., Taiwan (Province of China)",Taiwan,,,RCSS,Taipei Songshan Airport,Fatal,Destroyed,Airplane,B-68801,Britten Norman,BN2B,No,2.0,Reciprocating,UNK,NSCH,,ROC Aviation Company,3.0,0.0,0.0,0.0,,,,03-11-2020,Britten Norman - BN2B,2012
40492,72523,20120907X13241,Incident,ERA12IA550,2012-08-31,"Nantucket, MA",United States,411511N,0070337W,ACK,Nantucket Memorial Airport,Non-Fatal,Minor,Airplane,N769EA,Cessna,402C,No,2.0,Reciprocating,135,SCHD,,HYANNIS AIR SERVICE INC,0.0,0.0,0.0,10.0,VMC,,"Company maintenance personnels failure to comply with the airplane manufacturers service instructions by not removing the cracked drag brace from service nor inspecting the repaired drag brace at the appropriate interval, which resulted in the failure of the nose landing gear drag brace due to fatigue cracking and collapse of the nose landing gear during the landing roll. Contributing to the failure of the nose landing gear drag brace was the failure of the repair station to detect a remaining portion of a crack following repair.",25-09-2020,Cessna - 402C,2012
40496,72527,20120903X92502,Accident,WPR12CA387,2012-09-01,"Covelo, CA",United States,394714N,1231535W,,,Non-Fatal,Substantial,Helicopter,N611CK,Croman Corporation,SH-3H,No,2.0,Turbo Shaft,091,,Firefighting,CROMAN CORP,0.0,0.0,0.0,2.0,VMC,,The pilots failure to maintain clearance from a tree during an aerial firefighting flight.,25-09-2020,Croman Corporation - SH-3H,2012
40522,72553,20120903X33429,Accident,WPR12CA393,2012-09-04,"Spanoway, WA",United States,004750N,0122280W,S44,Spanaway,Non-Fatal,Substantial,Airplane,N4QC,Beech,95-55,No,2.0,Reciprocating,091,,Personal,James Postma,0.0,0.0,0.0,2.0,VMC,,The pilots failure to lower the landing gear prior to landing.,25-09-2020,Beech - 95-55,2012
40528,72559,20120905X22200,Accident,CEN12FA606,2012-09-05,"Fort Worth, TX",United States,323332N,0971817W,FWS,Fort Worth Spinks Airport,Non-Fatal,Substantial,Airplane,N69924,Cessna,421B,No,2.0,Reciprocating,091,,Business,CAMPBELL JOHN,0.0,0.0,2.0,0.0,VMC,,"The pilot's failure to maintain airplane control on takeoff, which resulted in an inadvertent stall. Contributing to the accident were the unlatched nose cargo door, the pilots diverted attention, and the pilot's mental ability to handle the emergency situation.",25-09-2020,Cessna - 421B,2012
40530,72561,20120906X05700,Incident,DCA12IA141,2012-09-05,"Soldotna, AK",United States,604548N,1502310W,ANC,Anchorage International,Non-Fatal,,Airplane,N886EA,De Havilland,DHC8,No,2.0,Turbo Prop,121,SCHD,,ERA AVIATION INC,0.0,0.0,0.0,15.0,VMC,,"an in-flight loss of control due to the flight crew's inattention to airspeed, pitch attitude, and engine power during the climb leading to an aerodynamic stall. Contributing to the incident was the flight crew's failure to recognize and properly recover from an aerodynamic stall in a timely manner.",13-09-2021,De Havilland - DHC8,2012
40538,72569,20120906X93725,Accident,ERA12LA549,2012-09-06,"Manville, NJ",United States,403128N,0743553W,47N,Central Jersey Regional,Non-Fatal,Substantial,Airplane,N6716L,Beech,76,No,2.0,Reciprocating,091,,Personal,,0.0,0.0,2.0,0.0,VMC,,The pilots failure to maintain directional control during the landing and attempted go-around.,25-09-2020,Beech - 76,2012
40563,72594,20120911X01505,Accident,ERA12LA557,2012-09-09,"Washington, PA",United States,040811N,0801725W,AFJ,Washington County Airport,Non-Fatal,Substantial,Airplane,N3591P,Piper,PA-31-325,No,2.0,Reciprocating,135,NSCH,,AERONATIONAL INC,0.0,0.0,0.0,4.0,VMC,,"The airplanes encounter with a flock of geese during takeoff, which resulted in the airplanes hard impact with the runway while the pilot maneuvered in an attempt to avoid the geese.",25-09-2020,Piper - PA-31-325,2012
40566,72597,20120913X10433,Incident,DCA12WA144,2012-09-09,"Melbourne, Australia",Australia,,,,,,,Airplane,N409MC,Boeing,747-47UF,No,4.0,Turbo Jet,121,NSCH,,ATLAS AIR INC,0.0,0.0,0.0,0.0,,,,03-11-2020,Boeing - 747-47UF,2012
40573,72604,20120911X40823,Incident,ERA12IA559,2012-09-10,"Opa-Locka, FL",United States,255427N,0801641W,OPF,Opa-Locka Executive Airport,Non-Fatal,Minor,Airplane,N218LG,Cessna,402B,No,2.0,Reciprocating,091,,Personal,WAYMAN AVIATION SERVICES INC,0.0,0.0,0.0,3.0,VMC,,"The pilots turning the airplane too sharply while exiting the runway, which resulted in the failure of the right main landing gear bellcrank due to an overstress fracture.",25-09-2020,Cessna - 402B,2012
40578,72609,20120918X11626,Incident,DCA12RA148,2012-09-11,"Shanghai, China",China,,,,,Non-Fatal,Minor,Airplane,VQ-BLR,Boeing,747-8F,No,4.0,,NUSC,SCHD,,"Air Bridge Cargo Airlines, LLC",0.0,0.0,0.0,2.0,,,,25-09-2020,Boeing - 747-8F,2012
40580,72611,20120920X20522,Accident,CEN12CA644,2012-09-11,"Kenedy, TX",United States,284929N,0975156W,2R9,Karnes County Airport,Non-Fatal,Substantial,Airplane,N5534G,Cessna,421C,No,2.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,4.0,VMC,,"The pilots improper flare, which resulted in a hard landing and subsequent collapse of the landing gear.",25-09-2020,Cessna - 421C,2012
40581,72612,20120912X92859,Accident,CEN12FA628,2012-09-12,"Bullard, TX",United States,032815N,0952558W,,,Fatal,Substantial,Airplane,N4842P,Piper,PA-23-250,No,2.0,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,VMC,,"The pilot's maneuver, which exceeded the airplane's structural limit and resulted in an in-flight breakup.",25-09-2020,Piper - PA-23-250,2012
40595,72626,20120915X93442,Accident,DCA12WA146,2012-09-14,"Sao Paulo, Brazil",Brazil,,,,,Non-Fatal,Substantial,Airplane,N173DZ,Boeing,767-332,No,2.0,Turbo Fan,121,SCHD,,DELTA AIR LINES INC,0.0,0.0,0.0,220.0,,,,03-11-2020,Boeing - 767-332,2012
40600,72631,20120915X43730,Accident,ERA12FA563,2012-09-15,"West Windsor, NJ",United States,040180N,0074407W,,,Fatal,Substantial,Helicopter,N58020,Aerospatiale,AS 355F1,No,2.0,Turbo Shaft,091,,Business,Analar Corporation,1.0,0.0,0.0,0.0,VMC,,"Disconnection of the upper rod end from the fore/aft servo due to severely worn threads, which resulted in a loss of control and separation of a main rotor blade during cruise flight. Contributing to the accident were incorrect maintenance procedures and inadequate maintenance inspections performed by the operator, and insufficient inspection criteria provided by the helicopter manufacturer.",25-09-2020,Aerospatiale - AS 355F1,2012
40608,72639,20120920X50809,Accident,WPR12LA428,2012-09-16,"Ellensburg, WA",United States,047135N,1203130W,ELN,Bowers Field Airport,Non-Fatal,Substantial,Airplane,N57112,Rockwell International,690A,No,2.0,Turbo Prop,091,,Aerial Observation,Courtney Aviation,0.0,1.0,0.0,2.0,VMC,,"The pilots failure to avoid a turbulent smoke column, which resulted in an overstress failure of the left aileron control rod.",25-09-2020,Rockwell International - 690A,2012
40615,72646,20120918X34514,Accident,ERA12FA567,2012-09-18,"Macon, GA",United States,324929N,0833419W,MAC,Macon Downtown Airport,Non-Fatal,Substantial,Airplane,N428JD,Beech,400,No,2.0,Turbo Fan,091,,Executive/corporate,DEWBERRY AIR LLC,0.0,2.0,0.0,1.0,VMC,,"The pilots failure to maintain proper airspeed, which resulted in the airplane touching down too fast on the wet runway with inadequate runway remaining to stop and a subsequent runway overrun. Contributing to the landing overrun were the flight crewmembers failure to correctly use the appropriate performance chart to calculate the runway required to stop on a contaminated runway and their general lack of proper crew resource management. ",25-09-2020,Beech - 400,2012
40618,72649,20120924X32520,Accident,DCA12CA149,2012-09-18,"Sophia, NC",United States,003500N,0007900W,KCLT,Charlotte-Douglas,Non-Fatal,,Airplane,N273AY,Airbus Industrie,A330-323,No,2.0,Turbo Fan,121,SCHD,,US AIRWAYS INC,0.0,0.0,1.0,158.0,VMC,,an encounter with moderate turbulence while the flight attendant was securing the cabin for arrival.,25-09-2020,Airbus Industrie - A330-323,2012
40627,72658,20120921X52540,Accident,CEN12LA652,2012-09-20,"Gulf of Mexico,",United States,,,,,Non-Fatal,Substantial,Airplane,N265Q,Beech,95-C55,No,2.0,Reciprocating,091,,Personal,GOVERNMENT AUCTIONS ONLINE LLC,0.0,2.0,0.0,0.0,VMC,,"An in-flight fire, which resulted in the airplanes forced landing in water. The source of the fire could not be determined because the airplane wreckage was not recovered.",25-09-2020,Beech - 95-C55,2012
40631,72662,20121024X00335,Accident,ERA12CA592,2012-09-20,"New Haven, CT",United States,411529N,0725312W,HVN,Tweed-New Haven Airport,Non-Fatal,Substantial,Airplane,C-FEMT,Learjet,36A,No,2.0,Turbo Fan,129,,,"Fox Flight, Inc.",0.0,0.0,0.0,5.0,VMC,,An inadvertent collision with a deer during the takeoff roll.,25-09-2020,Learjet - 36A,2012
40635,72666,20120921X60325,Accident,ERA12LA571,2012-09-21,"Perry, FL",United States,294835N,0833244W,,,Non-Fatal,Substantial,Airplane,N26GW,Beagle,B206 SERIES 2,No,2.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,6.0,VMC,,"The pilots improper in-flight fuel management, which resulted in fuel starvation and the right engines complete loss of power. Contributing to the accident was the pilots improper configuration of the airplane following the loss of engine power. ",25-09-2020,Beagle - B206 SERIES 2,2012
40638,72669,20121001X90443,Incident,CEN12IA662,2012-09-21,"Denver, CO",United States,395124N,1044028W,KDEN,Denver International,Non-Fatal,,Airplane,N125PS,Canadair Ltd,CL-600 Challenger,No,2.0,Turbo Fan,135,NSCH,,Worldwide Jet Charter LLC,0.0,0.0,0.0,10.0,VMC,,"The internal failure of the galley heater mats thermostat, which resulted in an overheat condition.",25-09-2020,Canadair Ltd - CL-600 Challenger,2012
40649,72680,20120927X33919,Accident,ERA12CA580,2012-09-24,"Theodore, AL",United States,030261N,0881035W,2AL4,Bayou La Batre,Non-Fatal,Substantial,Helicopter,N781P,Sikorsky,S-76C,No,2.0,Turbo Shaft,091,,Positioning,PHI INC,0.0,0.0,0.0,2.0,VMC,,The pilot's failure to maintain adequate obstacle clearance while taxiing.,25-09-2020,Sikorsky - S-76C,2012
40656,72687,20121022X10456,Accident,ERA12WA590,2012-09-25,"Ilheus, Brazil",Brazil,144854S,0003920W,SBIL,Ilheus Jorge Amado,Fatal,Substantial,Airplane,PT-RDG,Piper,PA34,No,2.0,Reciprocating,NUSN,,Personal,Bruno de Sa Martins de Araujo,1.0,0.0,0.0,0.0,,,,03-11-2020,Piper - PA34,2012
40664,72695,20120928X62352,Incident,ERA12IA582,2012-09-28,"Teterboro, NJ",United States,040510N,0074323W,TEB,Teterboro Airport,Non-Fatal,,Airplane,N862PA,Learjet Inc,60,No,2.0,Turbo Fan,091,,Positioning,Delta Private Jets,0.0,0.0,0.0,2.0,IMC,,Failure of the nosewheel steering computer strut servo for reasons that could not be determined or replicated during postincident testing.,25-09-2020,Learjet Inc - 60,2012
40674,72705,20121015X63653,Accident,ERA12LA589,2012-09-29,"Selma, AL",United States,032170N,0086570W,SEM,Craig Field,Non-Fatal,Substantial,Airplane,N1537T,Cessna,421B,No,2.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,4.0,VMC,,"The pilots improper fuel management, which resulted in a total loss of engine power on the right engine and a partial loss of engine power on the left engine due to fuel starvation.",25-09-2020,Cessna - 421B,2012
40680,72711,20121002X65154,Accident,CEN12WA664,2012-09-30,"Innsbruck, Austria",Austria,,,,,Fatal,Destroyed,Airplane,N738W,Cessna,414A,No,2.0,Reciprocating,NUSN,,Unknown,EVRAM INC,6.0,0.0,2.0,0.0,IMC,,,03-11-2020,Cessna - 414A,2012
